# Product: e-CALLISTO_2024_02.txt
# Prepared by PI e-Callisto
# Please send comments and suggestions to cmonstein@swissonline.ch
#
# Missing data: ##:##-##:##
#
#Date	Time	Type	Stations
#-------------------------------------------------------------------------------
20240205	06:20-06:20	III	ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, EGYPT-SpaceAgency, GERMANY-DLR, INDIA-OOTY, INDIA-UDAIPUR, KASI, MONGOLIA-UB, MRT3, Malaysia-Banting, (RWANDA), SSRT 
20240205	07:21-07:21	RBR	Australia-ASSA, GERMANY-DLR, INDIA-OOTY, INDIA-UDAIPUR
20240205	09:13-09:13	RBR	ALMATY, AUSTRIA-MICHELBACH, EGYPT-Alexandria, EGYPT-SpaceAgency, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MRO, MRT3, Malaysia-Banting, SSRT, SWISS-MUHEN
20240205	09:29-09:29	III	AUSTRIA-UNIGRAZ, GERMANY-DLR, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, NORWAY-EGERSUND, SWISS-Landschlacht
20240205	12:46-12:47	III	ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, [HUMAIN], SWISS-Landschlacht, (SWISS-MUHEN), TRIEST
20240205	17:40-17:41	III	MEXICO-LANCE
20240205	18:09-18:10	III	MEXICO-LANCE, USA-ARIZONA-ERAU
20240205	18:34-18:40	III	MEXICO-LANCE, (USA-ARIZONA-ERAU)
20240205	19:34-19:35	III	MEXICO-LANCE, USA-ARIZONA-ERAU
20240205	21:45-21:56	VI	ALASKA-HAARP, Australia-ASSA, MEXICO-LANCE, USA-ARIZONA-ERAU
20240205	22:55-22:58	III	Australia-ASSA, MEXICO-LANCE
20240205	23:46-23:47	III	Australia-ASSA
20240206	02:16-03:50	VI	Australia-ASSA, INDIA-UDAIPUR
20240206	03:02-03:41	IV	Australia-ASSA, INDIA-UDAIPUR, Malaysia-Banting, SSRT	
20240206	03:07-03:15	II	Australia-ASSA, INDIA-UDAIPUR
20240206	16:47-16:48	III	GREENLAND, (MEXICO-FCFM-UANL), MEXICO-LANCE, USA-ARIZONA-ERAU
20240206	18:53-19:48	CTM	MEXICO-LANCE
20240207	01:41-01:43	III	Australia-ASSA
20240207	02:15-02:16	III	Australia-ASSA, MONGOLIA-UB, SSRT
20240207	03:12-04:06	CTM	Australia-ASSA, INDIA-GAURI, INDIA-UDAIPUR, KASI, MONGOLIA-UB, Malaysia-Banting, SSRT
20240207	03:27-03:34	II	Australia-ASSA, INDIA-GAURI, INDIA-UDAIPUR
20240207	04:27-04:28	III	Australia-ASSA, INDIA-GAURI, INDIA-OOTY, SSRT
20240207	04:52-04:54	III	Australia-ASSA, INDIA-GAURI
20240207	05:06-05:09	III	Australia-ASSA, INDIA-GAURI
20240207	07:59-08:00	III	AUSTRIA-UNIGRAZ, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT
20220207	08:05-08:15	CAU	[HUMAIN]
20240207	08:50-08:51	III	GERMANY-DLR, [HUMAIN], INDIA-OOTY, INDIA-UDAIPUR, TRIEST
20240207	09:00-09:04	CAU	NORWAY-EGERSUND
20240207	09:12-09:22	CAU	GERMANY-DLR
20240207	10:02-10:02	III	AUSTRIA-UNIGRAZ, DENMARK, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240207	11:28-11:31	III	ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, DENMARK, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240207	13:17-13:17	III	ALGERIA-CRAAG, BIR, GERMANY-DLR, GLASGOW, (GREENLAND), [HUMAIN], NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240207	16:07-16:08	III	BIR, GLASGOW, GREENLAND, [HUMAIN], MEXART, MEXICO-FCFM-UANL, MEXICO-LANCE, SWISS-Landschlacht, SWISS-MUHEN, USA-ARIZONA-ERAU
20240207	19:23-19:30	III	MEXICO-LANCE, USA-ARIZONA-ERAU
20240207	21:07-21:07	III	MEXICO-LANCE, USA-ARIZONA-ERAU
20240207	21:36-23:35	VI	Australia-ASSA, MEXICO-LANCE, USA-ARIZONA-ERAU
20240207	22:17-23:38	CTM	Australia-ASSA
20240208	00:01-05:54	CTM	Australia-ASSA
20240208	01:46-01:49	III	Australia-ASSA
20240208	02:34-02:39	III	Australia-ASSA
20240208	03:42-03:53	VI	Australia-ASSA, INDIA-GAURI, INDIA-UDAIPUR, SSRT
20240208	04:09-04:11	III	Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, SSRT
20240208	04:26-04:27	III	Australia-ASSA, INDIA-OOTY, SSRT
20240208	04:45-04:54	III	ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, SRI-Lanka, SSRT
20240208	05:17-05:21	III	Australia-ASSA, INDIA-GAURI, INDIA-UDAIPUR, SSRT
20240208	06:03-06:04	III	ALMATY, Australia-ASSA, EGYPT-Alexandria, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, SRI-Lanka, SSRT
20240208	08:07-08:10	III	Australia-ASSA, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT
20240208	10:28-10:28	III	ALGERIA-CRAAG, ALMATY, AUSTRIA-MICHELBACH, AUSTRIA-UNIGRAZ, (BIR), EGYPT-Alexandria, EGYPT-SpaceAgency, FINLAND-Siuntio, GERMANY-DLR, GLASGOW, [HUMAIN], HURBANOVO, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MRO, Malaysia-Banting, NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, [TRIEST]
20240208	11:45-11:46	III	EGYPT-SpaceAgency, FINLAND-Siuntio, GERMANY-DLR, GLASGOW, [HUMAIN], INDIA-UDAIPUR, NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, [TRIEST]
20240208	11:49-14:55	II	ALGERIA-CRAAG, (AUSTRIA-Krumbach), AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, EGYPT-SpaceAgency, (FINLAND-Siuntio), GERMANY-DLR, GLASGOW, [HUMAIN], (HURBANOVO), INDIA-OOTY, INDIA-UDAIPUR, NORWAY-EGERSUND, ROMANIA, SPAIN-PERALEJOS, SWISS-Landschlacht, SWISS-MUHEN, [TRIEST]
20240208	14:02-14:03	III	AUSTRIA-UNIGRAZ, (BIR), GERMANY-DLR, GLASGOW, GREENLAND, [HUMAIN], MEXICO-LANCE, NORWAY-EGERSUND, SWISS-Landschlacht, [TRIEST]
20240208	14:15-14:21	III	ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, GERMANY-DLR, GLASGOW, GREENLAND, [HUMAIN], MEXICO-LANCE, SWISS-Landschlacht
20240208	15:32-15:32	III	AUSTRIA-UNIGRAZ, GLASGOW, [HUMAIN], MEXICO-LANCE
20240208	16:03-16:18	VI	GLASGOW, [HUMAIN], MEXICO-LANCE, USA-ARIZONA-ERAU
20240208	17:05-23:59	CTM	GREENLAND,  MEXICO-LANCE
20240208	18:01-18:02	III	MEXICO-FCFM-UANL, MEXICO-LANCE, USA-ARIZONA-ERAU
20240208	19:02-19:05	III	ALASKA-HAARP, MEXICO-LANCE, USA-ARIZONA-ERAU
20240208	19:23-19:33	VI	USA-ARIZONA-ERAU
20240208	23:31-23:31	III	Australia-ASSA, MEXART, MEXICO-LANCE
20240209	00:00-07:00	VI	Australia-ASSA, INDIA-GAURI
20240209	00:30-04:20	CTM	MONGOLIA-UB, SSRT
20240209	04:00-07:00	CTM	INDIA-OOTY, SSRT
20240209	07:00-hh:mm	CTM	*
20240209	13:03-13:43	IV	AUSTRIA-MICHELBACH, GERMANY-DLR, [HUMAIN], SWISS-MUHEN
20240209	13:03-13:08	III	ALGERIA-CRAAG, AUSTRIA-Krumbach, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, EGYPT-SpaceAgency, FINLAND-Siuntio, Finland-Kempele, GERMANY-DLR, GLASGOW, GREENLAND, [HUMAIN], HURBANOVO, MRO, NORWAY-EGERSUND, ROMANIA, SPAIN-PERALEJOS, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240209	13:12-13:14	II	ALGERIA-CRAAG, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, GREENLAND, [HUMAIN], MRO, NORWAY-EGERSUND, ROMANIA, SPAIN-PERALEJOS, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240209	13:15-13:29	IV	ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, [HUMAIN], MRO, NORWAY-EGERSUND, SPAIN-PERALEJOS, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240210	00:00-??:??	VI	*
20240210	02:37-02:38	III	Australia-ASSA, INDIA-GAURI
20240210	06:21-06:24	III	Australia-ASSA, (EGYPT-Alexandria), INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT
20240210	07:24-08:07	CAU	[HUMAIN]
20240210	13:19-13:24	CTM	GREENLAND
20240210	14:18-14:18	III	ALGERIA-CRAAG, (AUSTRIA-MICHELBACH), EGYPT-Alexandria, GERMANY-DLR, GLASGOW, MEXART, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240210	14:47-14:47	III	GLASGOW, GREENLAND, [HUMAIN]
20240210	17:00-17:00	III	USA-ARIZONA-ERAU
20240210	20:23-20:24	III	ALASKA-HAARP, (Australia-ASSA), MEXART, MEXICO-FCFM-UANL, MEXICO-LANCE, USA-ARIZONA-ERAU
20240210	22:56-22:57	III	ALASKA-HAARP, Australia-ASSA, MEXART, MEXICO-LANCE
20240210	23:06-23:37	II	ALASKA-ANCHORAGE, ALASKA-HAARP, Australia-ASSA, MEXART, MEXICO-FCFM-UANL, MEXICO-LANCE, ROSWELL-NM, USA-ARIZONA-ERAU
20240211	00:00-03:45	CTM	*
20240211	04:59-05:00	III	Australia-ASSA, INDIA-GAURI, INDIA-OOTY, SSRT
20240211	06:41-06:44	III	(ALMATY), AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, SRI-Lanka, SSRT
20240211	07:20-07:20	III	ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, GERMANY-DLR, [HUMAIN], HURBANOVO, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, NORWAY-EGERSUND, (ROMANIA), SRI-Lanka, SSRT, SWISS-IRSOL, SWISS-Landschlacht, TRIEST
20240211	08:49-08:51	III	ALMATY
20240211	13:23-13:23	III	GLASGOW, [HUMAIN]
20240211	13:55-13:56	III	GLASGOW, [HUMAIN]
20240212	01:54-01:55	III	Australia-ASSA
20240212	02:47-02:49	III	Australia-ASSA
20240212	05:24-05:24	RBR	ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT
20240212	06:27-07:10	VI	ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-UB, ROMANIA, SSRT
20240212	06:36-07:23	IV	AUSTRIA-UNIGRAZ, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, Malaysia-Banting, SSRT
20240212	12:34-12:34	III	AUSTRIA-UNIGRAZ, (BIR), GERMANY-DLR, GLASGOW, [HUMAIN], NORWAY-EGERSUND, SWISS-Landschlacht, TRIEST
20240212	18:30-18:32	RBR	(GREENLAND), USA-ARIZONA-ERAU
20240212	19:27-19:28	III	ALASKA-HAARP, MEXART, (MEXICO-FCFM-UANL), MEXICO-LANCE, USA-ARIZONA-ERAU
20240213	00:25-00:27	III	Australia-ASSA
20240213	00:37-00:39	III	Australia-ASSA
20240213	07:39-07:58	VI	[HUMAIN], INDIA-GAURI
20240213	14:06-14:07	III	AUSTRIA-UNIGRAZ, BIR, GERMANY-DLR, GLASGOW, (GREENLAND), [HUMAIN], (MEXICO-LANCE), NORWAY-EGERSUND, SWISS-Landschlacht, TRIEST
20240213	15:21-15:21	III	USA-ARIZONA-ERAU
20240213	18:53-18:53	III	MEXICO-LANCE
20240214	02:02-02:03	III	Australia-ASSA, SSRT
20240214	03:22-03:24	III	Australia-ASSA, INDIA-UDAIPUR
20240214	03:55-04:04	II	Australia-ASSA, INDIA-OOTY, INDIA-UDAIPUR, SSRT
20240214	04:05-04:41	IV	Australia-ASSA, INDIA-OOTY, (INDIA-UDAIPUR), MONGOLIA-UB, SSRT
20240214	06:37-06:52	VI	Australia-ASSA, INDIA-OOTY
20240214	07:29-07:34	V	ALMATY, 
20240214	08:52-08:54	III	ALGERIA-CRAAG, ALMATY, AUSTRIA-MICHELBACH, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, Australia-ASSA, BIR, EGYPT-Alexandria, EGYPT-SpaceAgency, GERMANY-DLR, GLASGOW, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MRO, Malaysia-Banting, NORWAY-EGERSUND, ROMANIA, SSRT, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
20240214	09:12-10:02	CTM	*
20240214	09:59-10:27	VI	ALGERIA-CRAAG, ALMATY, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, [HUMAIN], INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MRO, NORWAY-EGERSUND, ROMANIA, SPAIN-PERALEJOS, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST
